Rok produkcji,Przebieg,Pojemność silnika,Rodzaj paliwa,Cena
2007,178 300 km,2 967 cm3,Diesel,34 999 PLN 
2017,15 km,2 000 cm3,Diesel,189 000 PLN 
2011,208 000 km,3 000 cm3,Diesel,79 500 PLN 
2011,192 000 km,2 000 cm3,Diesel,60 900 PLN 
2015,118 276 km,2 000 cm3,Diesel,91 900 PLN 
2011,224 000 km,2 996 cm3,Diesel,62 999 PLN 
2017,33 200 km,1 968 cm3,Diesel,138 900 PLN 
2016,90 000 km,2 000 cm3,Diesel,98 900 PLN 
1996,235 200 km,2 548 cm3,Benzyna,"10 500,05 PLN "
2009,267 000 km,Diesel,33 900 PLN ,
2006,310 000 km,2 400 cm3,Benzyna+LPG,26 000 PLN 
2012,313 500 km,2 967 cm3,Diesel,65 500 PLN 
2000,192 000 km,2 771 cm3,Benzyna,12 900 PLN 
2005,310 500 km,3 000 cm3,Diesel,27 900 PLN 
2005,198 000 km,2 400 cm3,Benzyna,26 500 PLN 
2011,303 000 km,2 967 cm3,Diesel,72 000 PLN 
2009,120 000 km,2 700 cm3,Diesel,38 900 PLN 
2006,280 000 km,2 698 cm3,Diesel,28 800 PLN 
2003,171 695 km,2 393 cm3,Benzyna,15 600 PLN 
2014,124 000 km,Diesel,75 900 PLN ,
2006,269 000 km,2 000 cm3,Benzyna,21 500 PLN 
2007,257 180 km,1 968 cm3,Diesel,21 500 PLN 
2005,179 000 km,2 400 cm3,Benzyna,29 800 PLN 
2014,99 800 km,3 000 cm3,Benzyna,85 000 PLN 
2002,249 000 km,3 000 cm3,Benzyna,13 900 PLN 
2006,213 770 km,1 984 cm3,Benzyna,21 500 PLN 
2008,300 000 km,2 700 cm3,Diesel,24 700 PLN 
2007,220 000 km,3 000 cm3,Diesel,28 000 PLN 
2013,299 000 km,3 000 cm3,Diesel,85 000 PLN 
2002,170 028 km,1 896 cm3,Diesel,14 500 PLN 
2016,45 000 km,1 995 cm3,Benzyna,102 900 PLN 
2013,69 028 km,2 000 cm3,Diesel,69 999 PLN 
2016,173 759 km,1 968 cm3,Diesel,98 000 PLN 
2012,180 000 km,2 000 cm3,Diesel,65 900 PLN 
2017,25 500 km,2 000 cm3,Diesel,125 000 PLN 
2009,188 000 km,2 700 cm3,Diesel,36 500 PLN 
2017,103 872 km,1 997 cm3,Diesel,95 000 PLN 
2002,370 000 km,1 896 cm3,Diesel,9 300 PLN 
2016,161 886 km,1 997 cm3,Diesel,98 900 PLN 
2016,155 821 km,1 968 cm3,Diesel,124 000 PLN 
2008,98 000 km,Benzyna,16 000 PLN ,
2007,258 000 km,2 698 cm3,Diesel,19 600 PLN 
2008,225 000 km,2 000 cm3,Diesel,28 000 PLN 
2013,261 000 km,3 000 cm3,Diesel,88 000 PLN 
2015,158 000 km,2 000 cm3,Diesel,85 898 PLN 
2011,105 600 km,2 967 cm3,Diesel,85 000 PLN 
2007,202 000 km,2 000 cm3,Diesel,25 900 PLN 
2009,277 400 km,2 995 cm3,Benzyna,38 999 PLN 
2007,278 000 km,2 967 cm3,Diesel,27 600 PLN 
2015,98 850 km,2 000 cm3,Diesel,88 560 PLN 
2015,84 325 km,3 000 cm3,Diesel,149 000 PLN 
2013,173 000 km,1 998 cm3,Diesel,68 900 PLN 
2014,140 000 km,1 998 cm3,Diesel,79 000 PLN 
1996,424 000 km,2 500 cm3,Diesel,5 600 PLN 
2000,270 000 km,2 496 cm3,Diesel,4 700 PLN 
2004,170 000 km,3 200 cm3,Benzyna,10 900 PLN 
2004,270 000 km,3 200 cm3,Benzyna,18 999 PLN 
2015,171 000 km,3 000 cm3,Diesel,94 900 PLN 
2004,190 000 km,3 200 cm3,Benzyna,25 900 PLN 
2003,290 000 km,Diesel,11 500 PLN ,
2002,167 000 km,2 393 cm3,Benzyna,13 800 PLN 
2001,243 826 km,2 496 cm3,Diesel,6 500 PLN 
2008,268 000 km,2 700 cm3,Diesel,28 900 PLN 
2011,210 000 km,1 998 cm3,Diesel,41 000 PLN 
2006,325 000 km,2 700 cm3,Diesel,22 900 PLN 
2018,23 000 km,2 000 cm3,Diesel,154 800 PLN 
2015,120 000 km,3 000 cm3,Diesel,132 000 PLN 
2009,280 000 km,3 000 cm3,Diesel,42 500 PLN 
2011,172 300 km,Diesel,98 500 PLN ,
2005,344 000 km,3 000 cm3,Diesel,22 600 PLN 
2011,146 000 km,3 000 cm3,Diesel,76 700 PLN 
2008,311 000 km,2 000 cm3,Diesel,20 500 PLN 
2001,228 246 km,1 900 cm3,Diesel,11 700 PLN 
2005,330 000 km,2 400 cm3,Benzyna,23 900 PLN 
2011,198 000 km,2 000 cm3,Diesel,36 700 PLN 
2014,124 000 km,2 995 cm3,Benzyna,82 000 PLN 
2011,223 000 km,2 000 cm3,Diesel,53 000 PLN 
2006,156 000 km,2 000 cm3,Diesel,28 800 PLN 
1998,293 000 km,2 400 cm3,Benzyna+LPG,7 300 PLN 
2004,260 000 km,2 980 cm3,Diesel,21 999 PLN 
2002,250 000 km,3 000 cm3,Benzyna,10 999 PLN 
2007,278 000 km,2 000 cm3,Diesel,23 700 PLN 
2017,21 000 km,2 000 cm3,Diesel,139 000 PLN 
2005,250 544 km,2 400 cm3,Benzyna,30 900 PLN 
2013,76 000 km,1 998 cm3,Diesel,89 900 PLN 
2011,250 800 km,3 000 cm3,Diesel,43 900 PLN 
2004,2 025 km,2 400 cm3,Benzyna,23 999 PLN 
2012,233 000 km,2 000 cm3,Diesel,63 900 PLN 
1999,3 160 001 km,2 393 cm3,Benzyna+LPG,9 300 PLN 
2005,382 000 km,2 000 cm3,Diesel,17 500 PLN 
2007,226 000 km,3 000 cm3,Diesel,26 000 PLN 
2007,150 000 km,Benzyna,8 000 PLN ,
2015,141 000 km,1 968 cm3,Diesel,95 000 PLN 
2004,218 000 km,2 967 cm3,Diesel,28 000 PLN 
2003,276 000 km,2 500 cm3,Diesel,15 500 PLN 
2012,136 000 km,1 968 cm3,Diesel,61 900 PLN 
2011,256 000 km,3 000 cm3,Diesel,65 000 PLN 
2010,156 000 km,1 968 cm3,Diesel,48 500 PLN 
2008,200 000 km,2 000 cm3,Diesel,26 600 PLN 
2003,223 000 km,1 900 cm3,Diesel,12 000 PLN 
2010,201 632 km,Benzyna,42 900 PLN ,
2008,294 152 km,2 700 cm3,Diesel,32 000 PLN 
1998,197 000 km,2 393 cm3,Benzyna,7 700 PLN 
2015,118 792 km,1 984 cm3,Benzyna,132 500 PLN 
2012,98 000 km,1 984 cm3,Benzyna,69 900 PLN 
2008,260 000 km,Diesel,29 999 PLN ,
2015,76 970 km,2 000 cm3,Benzyna,148 000 PLN 
2016,60 424 km,3 000 cm3,Diesel,139 000 PLN 
2001,280 000 km,3 000 cm3,Benzyna,12 900 PLN 
2012,255 000 km,2 000 cm3,Diesel,58 900 PLN 
2011,163 000 km,2 000 cm3,Diesel,42 900 PLN 
2005,263 000 km,2 000 cm3,Diesel,18 800 PLN 
1999,300 000 km,2 400 cm3,Benzyna+LPG,7 500 PLN 
2007,199 000 km,1 968 cm3,Diesel,22 900 PLN 
2017,30 000 km,2 967 cm3,Diesel,132 999 PLN 
2007,256 000 km,2 000 cm3,Diesel,21 200 PLN 
2007,268 000 km,3 000 cm3,Diesel,28 900 PLN 
2011,100 000 km,2 000 cm3,Diesel,5 900 PLN 
2007,315 000 km,1 968 cm3,Diesel,25 900 PLN 
2009,182 300 km,2 000 cm3,Benzyna,40 900 PLN 
2010,205 000 km,1 968 cm3,Diesel,36 500 PLN 
2010,106 250 km,2 773 cm3,Benzyna,49 900 PLN 
2009,235 000 km,2 000 cm3,Diesel,41 000 PLN 
2012,185 000 km,3 000 cm3,Diesel,72 000 PLN 
2008,180 544 km,Diesel,27 000 PLN ,
2007,330 000 km,2 700 cm3,Diesel,21 000 PLN 
2013,93 445 km,1 968 cm3,Diesel,74 900 PLN 
2014,165 000 km,2 000 cm3,Diesel,84 900 PLN 
2013,126 000 km,3 000 cm3,Diesel,89 900 PLN 
2005,260 000 km,2 000 cm3,Diesel,23 400 PLN 
2013,202 000 km,1 986 cm3,Diesel,62 000 PLN 
2018,21 678 km,1 968 cm3,Diesel,172 900 PLN 
2004,206 000 km,1 781 cm3,Benzyna,12 500 PLN 
2010,223 214 km,2 000 cm3,Diesel,36 800 PLN 
2000,246 000 km,2 400 cm3,Benzyna,9 200 PLN 
2012,192 135 km,3 000 cm3,Diesel,85 500 PLN 
2013,157 000 km,2 000 cm3,Diesel,35 900 PLN 
2003,330 000 km,2 500 cm3,Diesel,8 500 PLN 
2015,160 000 km,3 000 cm3,Diesel,64 999 PLN 
2008,110 000 km,2 980 cm3,Diesel,30 000 PLN 
2014,106 000 km,3 000 cm3,Diesel,99 000 PLN 
2004,269 000 km,2 998 cm3,Diesel,23 900 PLN 
2005,238 123 km,2 967 cm3,Diesel,26 000 PLN 
2008,270 000 km,2 698 cm3,Diesel,30 000 PLN 
2013,174 000 km,3 000 cm3,Diesel,105 900 PLN 
2005,295 500 km,2 998 cm3,Diesel,22 900 PLN 
2006,233 045 km,2 700 cm3,Diesel,25 999 PLN 
2016,34 000 km,2 967 cm3,Diesel,199 900 PLN 
1996,466 410 km,2 461 cm3,Diesel,6 900 PLN 
2016,236 400 km,2 000 cm3,Diesel,86 666 PLN 
2002,381 600 km,2 496 cm3,Diesel,8 500 PLN 
2008,289 136 km,1 968 cm3,Diesel,22 900 PLN 
2010,252 000 km,2 700 cm3,Diesel,37 500 PLN 
2005,208 000 km,2 967 cm3,Diesel,30 000 PLN 
2007,272 266 km,1 968 cm3,Diesel,29 900 PLN 
2011,188 000 km,1 968 cm3,Diesel,61 900 PLN 
2007,268 000 km,1 968 cm3,Diesel,24 900 PLN 
2012,180 000 km,3 000 cm3,Benzyna,79 000 PLN 
2008,90 000 km,2 967 cm3,Diesel,66 000 PLN 
2004,271 400 km,1 984 cm3,Benzyna+LPG,11 400 PLN 
2005,244 000 km,2 000 cm3,Diesel,23 800 PLN 
2006,193 000 km,2 000 cm3,Benzyna,27 900 PLN 
2009,287 000 km,2 700 cm3,Diesel,40 900 PLN 
2011,210 000 km,3 000 cm3,Diesel,45 510 PLN 
2007,283 823 km,1 968 cm3,Diesel,24 999 PLN 
2013,140 000 km,2 999 cm3,Benzyna,78 000 PLN 
2009,230 000 km,2 700 cm3,Diesel,43 900 PLN 
2003,228 000 km,1 800 cm3,Benzyna,13 900 PLN 
2006,143 400 km,1 984 cm3,Benzyna,31 900 PLN 
2002,214 720 km,1 800 cm3,Benzyna+LPG,15 000 PLN 
2019,1 km,1 968 cm3,Diesel,294 900 PLN 
2005,217 345 km,2 000 cm3,Diesel,21 800 PLN 
2012,114 000 km,3 000 cm3,Diesel,68 900 PLN 
2006,279 000 km,2 698 cm3,Diesel,25 900 PLN 
2007,278 017 km,3 000 cm3,Diesel,12 900 PLN 
2004,220 876 km,3 000 cm3,Diesel,26 500 PLN 
2003,269 000 km,2 393 cm3,Benzyna,14 400 PLN 
2007,303 000 km,Diesel,18 500 PLN ,
2006,260 000 km,2 000 cm3,Benzyna,18 900 PLN 
2006,288 000 km,3 000 cm3,Diesel,26 800 PLN 
1998,184 572 km,2 771 cm3,Benzyna,"11 100,09 PLN "
2017,31 000 km,2 000 cm3,Benzyna,142 000 PLN 
2005,334 000 km,2 967 cm3,Diesel,16 900 PLN 
2007,257 000 km,2 967 cm3,Diesel,24 300 PLN 
2015,165 589 km,2 000 cm3,Diesel,95 900 PLN 
1999,299 000 km,1 781 cm3,Benzyna+LPG,8 900 PLN 
2007,314 000 km,1 968 cm3,Diesel,21 999 PLN 
2004,250 000 km,3 000 cm3,Benzyna,8 500 PLN 
2005,174 052 km,Diesel,6 000 PLN ,
2008,240 000 km,2 000 cm3,Diesel,26 900 PLN 
2004,260 000 km,4 200 cm3,Benzyna+LPG,36 000 PLN 
2018,8 km,2 967 cm3,Diesel,402 720 PLN 
1998,233 000 km,2 400 cm3,Benzyna+LPG,10 900 PLN 
2000,280 000 km,2 700 cm3,Benzyna+LPG,7 500 PLN 
2007,217 401 km,2 700 cm3,Diesel,28 900 PLN 
2001,212 160 km,2 398 cm3,Benzyna,6 990 PLN 
2009,290 000 km,2 000 cm3,Diesel,32 900 PLN 
1999,180 293 km,2 400 cm3,Benzyna,4 999 PLN 
2007,176 000 km,2 700 cm3,Diesel,29 900 PLN 
2001,236 611 km,Benzyna+LPG,11 000 PLN ,
2010,260 000 km,2 000 cm3,Diesel,49 000 PLN 
2018,17 km,1 968 cm3,Diesel,213 897 PLN 
2015,62 519 km,1 968 cm3,Diesel,115 000 PLN 
2004,210 000 km,3 000 cm3,Diesel,12 900 PLN 
2007,275 123 km,2 698 cm3,Diesel,23 800 PLN 
2017,38 983 km,1 968 cm3,Diesel,174 900 PLN 
2006,238 000 km,2 700 cm3,Diesel,18 900 PLN 
2017,37 410 km,1 968 cm3,Benzyna,168 900 PLN 
1995,169 000 km,2 600 cm3,Benzyna,15 900 PLN 
2006,330 000 km,2 698 cm3,Diesel,19 900 PLN 
2008,207 000 km,1 968 cm3,Diesel,22 800 PLN 
2013,82 000 km,3 000 cm3,Diesel,135 177 PLN 
2009,212 000 km,2 700 cm3,Diesel,35 900 PLN 
2007,266 328 km,1 998 cm3,Diesel,22 900 PLN 
2008,320 000 km,3 000 cm3,Diesel,49 900 PLN 
2007,407 944 km,3 000 cm3,Diesel,24 900 PLN 
2011,152 000 km,3 000 cm3,Diesel,79 000 PLN 
2012,200 000 km,2 000 cm3,Diesel,56 900 PLN 
2004,262 700 km,Diesel,15 500 PLN ,
2012,170 000 km,3 000 cm3,Diesel,99 000 PLN 
2005,290 000 km,2 700 cm3,Diesel,29 900 PLN 
2003,327 000 km,2 500 cm3,Diesel,6 500 PLN 
2006,283 600 km,1 984 cm3,Benzyna,20 900 PLN 
2015,154 549 km,2 995 cm3,Benzyna,119 500 PLN 
2006,297 000 km,Diesel,23 500 PLN ,
2005,295 000 km,3 000 cm3,Diesel,24 800 PLN 
2005,223 000 km,2 000 cm3,Diesel,24 900 PLN 
2014,225 000 km,Diesel,62 000 PLN ,
2008,277 900 km,1 997 cm3,Diesel,25 500 PLN 
1998,330 000 km,2 500 cm3,Diesel,5 900 PLN 
2012,76 453 km,1 998 cm3,Diesel,74 800 PLN 
2015,183 500 km,2 967 cm3,Diesel,100 245 PLN 
2017,28 870 km,1 968 cm3,Benzyna,168 900 PLN 
2017,27 150 km,1 968 cm3,Diesel,158 900 PLN 
2001,311 000 km,Diesel,10 000 PLN ,
2018,17 000 km,2 000 cm3,Diesel,180 900 PLN 
2013,107 400 km,1 998 cm3,Benzyna,78 597 PLN 
2018,7 254 km,Diesel,298 561 PLN ,
2004,227 000 km,2 400 cm3,Benzyna,25 900 PLN 
1999,305 300 km,2 393 cm3,Benzyna,8 500 PLN 
2007,210 000 km,1 997 cm3,Benzyna,14 999 PLN 
2008,257 000 km,3 000 cm3,Diesel,36 900 PLN 
1998,307 700 km,2 800 cm3,Benzyna,8 900 PLN 
2007,255 000 km,2 967 cm3,Diesel,35 900 PLN 
2015,160 000 km,2 000 cm3,Diesel,102 000 PLN 
2007,252 000 km,2 000 cm3,Diesel,21 500 PLN 
2003,300 000 km,2 498 cm3,Diesel,10 500 PLN 
2006,226 322 km,2 000 cm3,Diesel,18 800 PLN 
2012,153 000 km,3 000 cm3,Diesel,83 800 PLN 
2010,168 000 km,2 700 cm3,Diesel,46 900 PLN 
2002,195 100 km,2 400 cm3,Benzyna,19 999 PLN 
1998,322 000 km,2 800 cm3,Benzyna,6 400 PLN 
2002,386 000 km,1 900 cm3,Diesel,10 500 PLN 
2014,169 500 km,3 000 cm3,Diesel,82 000 PLN 
2007,315 000 km,2 000 cm3,Diesel,23 900 PLN 
2003,221 214 km,1 900 cm3,Diesel,12 900 PLN 
2016,165 590 km,1 968 cm3,Diesel,121 000 PLN 
2014,190 000 km,1 998 cm3,Diesel,67 500 PLN 
2009,230 000 km,2 000 cm3,Diesel,34 900 PLN 
2004,292 000 km,2 980 cm3,Diesel,17 900 PLN 
2013,90 000 km,1 968 cm3,Diesel,65 000 PLN 
2006,190 000 km,1 980 cm3,Benzyna,20 900 PLN 
2004,301 000 km,1 896 cm3,Diesel,15 500 PLN 
2007,293 000 km,2 967 cm3,Diesel,29 999 PLN 
2015,67 000 km,3 000 cm3,Diesel,101 500 PLN 
2007,277 500 km,2 000 cm3,Diesel,22 500 PLN 
2013,126 000 km,1 999 cm3,Diesel,75 900 PLN 
2013,203 000 km,1 968 cm3,Diesel,74 000 PLN 
2006,235 000 km,1 968 cm3,Diesel,24 000 PLN 
2009,203 000 km,2 000 cm3,Diesel,36 000 PLN 
2017,31 590 km,1 968 cm3,Diesel,171 900 PLN 
2008,341 951 km,1 968 cm3,Diesel,18 437 PLN 
2007,260 000 km,2 000 cm3,Diesel,18 900 PLN 
2015,159 000 km,2 000 cm3,Diesel,99 900 PLN 
2005,273 000 km,2 000 cm3,Diesel,23 300 PLN 
2002,238 439 km,1 896 cm3,Diesel,14 999 PLN 
2004,326 000 km,3 000 cm3,Diesel,21 900 PLN 
1997,493 000 km,2 500 cm3,Diesel,6 000 PLN 
2007,399 000 km,2 700 cm3,Diesel,23 900 PLN 
1997,287 900 km,2 496 cm3,Diesel,8 900 PLN 
2006,247 000 km,4 200 cm3,Benzyna,31 900 PLN 
2013,150 807 km,2 967 cm3,Diesel,83 900 PLN 
2014,94 000 km,3 000 cm3,Benzyna,94 900 PLN 
2008,280 000 km,3 000 cm3,Diesel,37 499 PLN 
2007,201 000 km,2 400 cm3,Benzyna+LPG,24 500 PLN 
2006,184 800 km,2 400 cm3,Benzyna+LPG,27 400 PLN 
2005,312 000 km,2 996 cm3,Diesel,21 900 PLN 
2016,95 000 km,1 998 cm3,Diesel,92 865 PLN 
2007,288 000 km,2 700 cm3,Diesel,19 500 PLN 
2005,186 000 km,3 200 cm3,Benzyna,26 900 PLN 
2004,144 700 km,1 781 cm3,Benzyna,11 500 PLN 
2006,121 241 km,2 393 cm3,Benzyna,13 200 PLN 
2004,327 542 km,2 000 cm3,Diesel,16 299 PLN 
2005,287 000 km,2 000 cm3,Diesel,16 900 PLN 
2015,145 000 km,1 968 cm3,Diesel,109 470 PLN 
2000,215 000 km,Benzyna,8 000 PLN ,
2007,210 000 km,1 968 cm3,Diesel,9 299 PLN 
2006,275 000 km,Diesel,31 500 PLN ,
2000,300 500 km,2 395 cm3,Benzyna+LPG,10 600 PLN 
1999,270 000 km,Benzyna,8 500 PLN ,
2011,180 000 km,2 800 cm3,Benzyna,62 900 PLN 
2008,305 000 km,2 000 cm3,Diesel,19 999 PLN 
1997,360 000 km,Diesel,5 800 PLN ,
2005,298 000 km,2 000 cm3,Benzyna,17 950 PLN 
1998,311 256 km,1 800 cm3,Benzyna+LPG,7 950 PLN 
2006,270 000 km,2 998 cm3,Diesel,30 900 PLN 
2017,48 500 km,1 968 cm3,Benzyna,159 900 PLN 
2007,240 000 km,2 400 cm3,Benzyna+LPG,35 400 PLN 
2005,297 900 km,2 698 cm3,Diesel,18 500 PLN 
2004,242 000 km,3 000 cm3,Diesel,23 500 PLN 
1997,277 000 km,Benzyna,6 000 PLN ,
2002,220 000 km,3 000 cm3,Benzyna,16 900 PLN 
2016,90 000 km,2 000 cm3,Diesel,107 900 PLN 
2004,330 000 km,3 000 cm3,Diesel,20 500 PLN 
2016,170 000 km,2 000 cm3,Diesel,89 000 PLN 
2017,28 840 km,1 968 cm3,Diesel,169 900 PLN 
2005,204 000 km,2 000 cm3,Diesel,25 400 PLN 
2011,188 661 km,Diesel,73 000 PLN ,
2009,252 000 km,2 000 cm3,Diesel,37 000 PLN 
2004,190 000 km,3 000 cm3,Benzyna,10 000 PLN 
2009,183 000 km,2 698 cm3,Diesel,46 500 PLN 
2008,168 800 km,1 984 cm3,Benzyna,25 900 PLN 
1999,284 000 km,2 700 cm3,Benzyna+LPG,5 750 PLN 
2007,226 000 km,1 968 cm3,Diesel,23 900 PLN 
2008,299 000 km,2 700 cm3,Diesel,33 400 PLN 
2005,363 000 km,2 700 cm3,Diesel,22 500 PLN 
2007,232 000 km,2 967 cm3,Diesel,22 700 PLN 
2018,36 400 km,1 968 cm3,Diesel,164 900 PLN 
2012,74 445 km,3 000 cm3,Diesel,69 900 PLN 
2007,260 000 km,1 998 cm3,Diesel,23 800 PLN 
2002,294 000 km,1 989 cm3,Diesel,12 000 PLN 
2006,213 000 km,2 400 cm3,Benzyna,27 900 PLN 
2000,290 000 km,1 900 cm3,Diesel,11 900 PLN 
2008,217 000 km,4 200 cm3,Benzyna,29 500 PLN 
2008,223 000 km,2 967 cm3,Diesel,39 900 PLN 
2010,188 560 km,2 000 cm3,Diesel,37 500 PLN 
2011,180 000 km,1 968 cm3,Diesel,53 900 PLN 
2007,115 000 km,2 000 cm3,Diesel,8 100 PLN 
1999,30 000 km,2 500 cm3,Diesel,5 000 PLN 
2005,280 000 km,2 000 cm3,Diesel,21 500 PLN 
2000,161 561 km,1 781 cm3,Benzyna+LPG,11 800 PLN 
2006,230 000 km,3 000 cm3,Diesel,27 999 PLN 
1998,190 250 km,2 771 cm3,Benzyna,8 900 PLN 
2008,204 000 km,3 000 cm3,Diesel,24 900 PLN 
2015,100 316 km,Diesel,106 272 PLN ,
2005,260 000 km,2 000 cm3,Diesel,19 900 PLN 
2004,229 975 km,1 900 cm3,Diesel,4 700 PLN 
2006,290 000 km,2 000 cm3,Diesel,22 900 PLN 
2004,273 000 km,3 000 cm3,Diesel,22 500 PLN 
2008,195 000 km,1 968 cm3,Diesel,23 000 PLN 
2001,276 000 km,1 900 cm3,Diesel,10 500 PLN 
2011,182 000 km,1 998 cm3,Diesel,55 000 PLN 
1995,202 000 km,1 900 cm3,Diesel,7 900 PLN 
1998,265 000 km,2 771 cm3,Benzyna,8 800 PLN 
2012,193 000 km,2 000 cm3,Diesel,56 800 PLN 
2004,253 000 km,2 967 cm3,Diesel,26 900 PLN 
2011,324 000 km,3 000 cm3,Diesel,47 000 PLN 
1999,146 000 km,2 400 cm3,Benzyna,12 900 PLN 
2018,10 km,Diesel,309 469 PLN ,
2001,333 916 km,1 896 cm3,Diesel,12 000 PLN 
1997,245 794 km,2 771 cm3,Benzyna,11 800 PLN 
2000,345 000 km,2 499 cm3,Diesel,6 100 PLN 
2005,243 038 km,Diesel,27 000 PLN ,
2003,269 000 km,1 900 cm3,Diesel,15 200 PLN 
2008,318 000 km,2 700 cm3,Diesel,22 999 PLN 
2014,195 000 km,2 000 cm3,Diesel,76 000 PLN 
2009,240 000 km,3 000 cm3,Benzyna,39 999 PLN 
2014,184 000 km,2 000 cm3,Diesel,69 500 PLN 
2003,269 526 km,2 976 cm3,Benzyna+LPG,12 400 PLN 
2003,168 759 km,1 900 cm3,Diesel,13 900 PLN 
2000,280 000 km,1 900 cm3,Diesel,6 999 PLN 
2019,5 000 km,1 968 cm3,Diesel,288 540 PLN 
2018,5 000 km,5 000 cm3,Diesel,229 900 PLN 
2006,315 000 km,3 000 cm3,Diesel,21 900 PLN 
2012,168 000 km,2 999 cm3,Diesel,95 940 PLN 
2011,83 770 km,1 968 cm3,Diesel,89 900 PLN 
2007,186 000 km,2 967 cm3,Diesel,45 000 PLN 
2008,247 000 km,2 998 cm3,Diesel,12 000 PLN 
1998,355 000 km,2 400 cm3,Benzyna,3 990 PLN 
2011,209 000 km,3 000 cm3,Diesel,84 900 PLN 
2006,310 000 km,2 698 cm3,Diesel,25 500 PLN 
2000,177 500 km,2 400 cm3,Benzyna,8 999 PLN 
2003,257 800 km,2 400 cm3,Benzyna,11 900 PLN 
2013,90 900 km,2 000 cm3,Diesel,59 950 PLN 
2004,248 000 km,3 200 cm3,Benzyna,20 900 PLN 
1999,360 000 km,2 500 cm3,Diesel,10 000 PLN 
2009,276 000 km,3 000 cm3,Diesel,39 999 PLN 
1998,331 498 km,2 800 cm3,Benzyna+LPG,6 500 PLN 
2007,271 000 km,2 967 cm3,Diesel,30 700 PLN 
2007,187 988 km,2 000 cm3,Diesel,26 900 PLN 
2003,190 000 km,2 400 cm3,Benzyna,9 900 PLN 
2006,192 700 km,2 698 cm3,Diesel,35 000 PLN 
2007,260 000 km,2 000 cm3,Diesel,26 500 PLN 
2011,540 000 km,2 999 cm3,Diesel,45 000 PLN 
2012,131 800 km,1 968 cm3,Diesel,63 500 PLN 
2014,123 900 km,1 968 cm3,Diesel,109 000 PLN 
2009,115 153 km,1 968 cm3,Diesel,29 900 PLN 
1999,319 360 km,Benzyna+LPG,17 800 PLN ,
2006,211 000 km,2 698 cm3,Diesel,25 000 PLN 
2007,210 000 km,2 698 cm3,Diesel,9 900 PLN 
2005,310 000 km,3 000 cm3,Diesel,22 999 PLN 
2007,263 000 km,3 000 cm3,Diesel,29 200 PLN 
2006,266 400 km,2 967 cm3,Diesel,23 500 PLN 
2005,244 000 km,3 000 cm3,Diesel,21 300 PLN 
2012,159 600 km,1 968 cm3,Diesel,65 900 PLN 
2005,252 000 km,2 700 cm3,Diesel,23 900 PLN 
2007,215 000 km,2 000 cm3,Benzyna,26 900 PLN 
2008,260 100 km,Diesel,28 800 PLN ,
2005,230 000 km,2 393 cm3,Benzyna+LPG,18 000 PLN 
2007,178 936 km,1 968 cm3,Diesel,22 900 PLN 
2006,454 671 km,2 698 cm3,Diesel,12 500 PLN 
2007,253 000 km,1 998 cm3,Diesel,24 900 PLN 
1998,350 000 km,2 499 cm3,Diesel,7 500 PLN 
2000,217 000 km,1 800 cm3,Benzyna,7 500 PLN 
2000,237 014 km,1 900 cm3,Diesel,9 999 PLN 
2016,99 000 km,3 000 cm3,Diesel,85 000 PLN 
2006,254 117 km,1 986 cm3,Diesel,23 399 PLN 
2003,304 000 km,1 900 cm3,Diesel,12 900 PLN 
2004,269 000 km,2 400 cm3,Benzyna,21 900 PLN 
2012,235 000 km,2 000 cm3,Diesel,55 500 PLN 
2000,188 000 km,2 400 cm3,Benzyna,9 900 PLN 
2006,189 000 km,2 698 cm3,Diesel,27 500 PLN 
2012,239 876 km,1 968 cm3,Diesel,55 900 PLN 
2005,199 400 km,2 400 cm3,Benzyna+LPG,27 900 PLN 
2004,256 000 km,2 393 cm3,Benzyna+LPG,22 900 PLN 
2005,318 000 km,1 968 cm3,Diesel,22 900 PLN 
2008,173 000 km,2 967 cm3,Diesel,32 000 PLN 
1998,280 353 km,2 393 cm3,Benzyna,10 500 PLN 
2012,187 000 km,2 000 cm3,Diesel,71 320 PLN 
2016,46 000 km,2 000 cm3,Diesel,95 900 PLN 
2013,167 000 km,1 997 cm3,Diesel,65 000 PLN 
2010,265 000 km,1 968 cm3,Diesel,35 900 PLN 
2013,191 000 km,2 000 cm3,Diesel,64 900 PLN 
1999,289 000 km,2 800 cm3,Benzyna,4 500 PLN 
2014,215 000 km,3 000 cm3,Diesel,95 600 PLN 
2014,247 000 km,2 000 cm3,Diesel,72 999 PLN 
2004,258 000 km,2 400 cm3,Benzyna,24 900 PLN 
2002,262 475 km,2 400 cm3,Benzyna,11 900 PLN 
2004,159 000 km,2 400 cm3,Benzyna,32 900 PLN 
2000,234 405 km,2 393 cm3,Benzyna,7 900 PLN 
2008,194 000 km,Diesel,28 900 PLN ,
2012,198 000 km,3 000 cm3,Diesel,57 900 PLN 
2008,280 000 km,2 700 cm3,Diesel,27 900 PLN 
1995,263 000 km,Benzyna,10 900 PLN ,
2009,262 000 km,1 968 cm3,Diesel,31 900 PLN 
2013,117 960 km,2 000 cm3,Benzyna,69 989 PLN 
2007,215 000 km,2 000 cm3,Diesel,22 900 PLN 
2013,248 000 km,2 000 cm3,Diesel,69 900 PLN 
2001,325 000 km,2 976 cm3,Benzyna+LPG,12 900 PLN 
2004,241 000 km,1 786 cm3,Benzyna,12 500 PLN 
